Street,City,County,State,Zipcode,Price,WalkScore,Bike_Score,Beds,Bath,Sqft,Property_Type,Year_Built,Status
738 neilson st,Berkeley,Alameda-County,Ca,94707,1095000.0,90,73.0,2.0,1.0,996.0,Single family residential,1922.0,New
9841 maddux dr,Oakland,Alameda-County,Ca,94603,599999.0,60,58.0,3.0,2.0,1075.0,Single family residential,1942.0,New
174 haas ave,San leandro,Alameda-County,Ca,94577,875000.0,89,63.0,3.0,2.0,1732.0,Single family residential,1912.0,Active
3836 scamman ct,Fremont,Alameda-County,Ca,94538,1498888.0,82,69.0,3.0,2.0,1626.0,Single family residential,1954.0,New
2522 admiral cir,Hayward,Alameda-County,Ca,94545,1279900.0,46,51.0,4.0,3.0,2160.0,Single family residential,2016.0,New
6153 madelaine dr,Newark,Alameda-County,Ca,94560,1290000.0,47,43.0,3.0,2.0,1442.0,Single family home,1959.0,Active
3278 helen st,Oakland,Alameda-County,Ca,94608,1495000.0,85,97.0,3.0,2.5,1809.0,Single family residential,2021.0,New
27530 stromberg ct,Hayward,Alameda-County,Ca,94545,650000.0,67,58.0,3.0,1.5,1254.0,Townhouse,1970.0,New
1457 via manzanas,San lorenzo,Alameda-County,Ca,94580,850000.0,54,47.0,3.0,1.0,1050.0,Single family residential,1951.0,Active
5005 crystal ridge ct,Oakland,Alameda-County,Ca,94605,1599950.0,5,7.0,3.0,2.5,2191.0,Single family residential,1989.0,New
2524 76th ave,Oakland,Alameda-County,Ca,94605,350000.0,79,63.0,3.0,1.0,904.0,Single family residential,1925.0,Active
9 eclipse ct,Alameda,Alameda-County,Ca,94501,949000.0,69,81.0,2.0,2.0,1330.0,Condo,1988.0,New
5 eclipse ct,Alameda,Alameda-County,Ca,94501,949000.0,69,81.0,2.0,2.0,1292.0,Condo,1988.0,New
7583 carlow way,Dublin,Alameda-County,Ca,94568,1145000.0,48,50.0,4.0,2.0,1475.0,Single family residential,1963.0,New
3390 dwight way,Berkeley,Alameda-County,Ca,94704,2199991.0,22,26.0,5.0,4.0,3480.0,Single family residential,1986.0,New
3128 el sereno,Alameda,Alameda-County,Ca,94502,919000.0,66,77.0,4.0,2.5,1628.0,Townhouse,1968.0,New
724 36th st,Oakland,Alameda-County,Ca,94609,724999.0,80,92.0,3.0,1.5,1734.0,Single family residential,1911.0,New
1092 andalucia st,Livermore,Alameda-County,Ca,94550,990000.0,26,72.0,3.0,2.0,1320.0,Single family residential,1963.0,New
1691 macarthur blvd,Oakland,Alameda-County,Ca,94602,849888.0,91,70.0,4.0,2.0,2486.0,Single family residential,1914.0,New
1401 walnut unit 1a,Berkeley,Alameda-County,Ca,94709-14,1160000.0,94,88.0,2.0,2.0,1658.0,Condo,1960.0,New
Undisclosed address,Oakland,Alameda-County,Ca,94605,1498000.0,7,16.0,4.0,3.0,2700.0,Single family residential,1964.0,New
1330 haskell st,Berkeley,Alameda-County,Ca,94702,699975.0,89,91.0,3.0,2.0,1215.0,Multi-family (2-4 unit),1919.0,New
8107 arroyo dr #2,Pleasanton,Alameda-County,Ca,94588,549000.0,7,46.0,2.0,1.0,903.0,Townhouse,1972.0,New
1631 51st ave,Oakland,Alameda-County,Ca,94601-0000,648888.0,91,74.0,3.0,1.5,1101.0,Single family residential,1910.0,New
26667 wauchula way,Hayward,Alameda-County,Ca,94545,850000.0,60,65.0,3.0,2.0,1128.0,Single family residential,1957.0,New
667 delve ct,Hayward,Alameda-County,Ca,94544,783120.0,64,56.0,2.0,2.0,1286.0,Condo,2022.0,Active
24047 edloe dr,Hayward,Alameda-County,Ca,94541,779888.0,66,58.0,3.0,1.0,1261.0,Single family residential,1953.0,New
1149 hearst ave,Berkeley,Alameda-County,Ca,94702,849000.0,96,100.0,2.0,2.0,1433.0,Condo,1991.0,New
713 pacific ave,Alameda,Alameda-County,Ca,94501,1450000.0,93,79.0,3.0,3.0,2203.0,Multi-family (2-4 unit),1924.0,New
26337 huntwood ave,Hayward,Alameda-County,Ca,94544,789999.0,27,51.0,3.0,2.0,1142.0,Single family residential,1954.0,New
6827 langmuir ln,Dublin,Alameda-County,Ca,94568,975000.0,27,68.0,3.0,2.0,1053.0,Single family residential,1964.0,New
6512 garrone ave,Newark,Alameda-County,Ca,94560,999999.0,64,55.0,4.0,2.0,1450.0,Single family residential,1960.0,New
553 olympic,Hayward,Alameda-County,Ca,94544,1500000.0,47,66.0,5.0,3.0,2321.0,Single family residential,2000.0,New
39206 guardino dr #210,Fremont,Alameda-County,Ca,94538,479000.0,26,63.0,1.0,1.0,693.0,Condo,1990.0,New
4353 margery dr,Fremont,Alameda-County,Ca,94538,1200000.0,55,51.0,3.0,2.0,1107.0,Single family residential,1958.0,New
16 garden rd,Alameda,Alameda-County,Ca,94502,998000.0,58,82.0,2.0,2.0,1841.0,Single family residential,1947.0,New
3619 midvale ave,Oakland,Alameda-County,Ca,94602,899000.0,87,59.0,2.0,1.0,958.0,Single family residential,1921.0,New
2057 emerson st,Berkeley,Alameda-County,Ca,94703,1299000.0,94,98.0,4.0,2.0,2359.0,Residential income,1900.0,Active
817 henry st,Oakland,Alameda-County,Ca,94607,589000.0,82,99.0,1.0,1.0,740.0,Single family residential,1920.0,New
3011 risdon dr #8,Union city,Alameda-County,Ca,94587,639950.0,72,50.0,2.0,2.0,908.0,Condo,1987.0,New
4467 red oak cmn,Fremont,Alameda-County,Ca,94538,1650000.0,54,50.0,3.0,2.5,1633.0,Single family residential,1986.0,New
817 santa clara ave,Alameda,Alameda-County,Ca,94501,1495000.0,92,81.0,3.0,1.5,2184.0,Single family residential,1895.0,New
15087 andover st,San leandro,Alameda-County,Ca,94579,898800.0,83,54.0,3.0,1.0,1340.0,Single family residential,1949.0,New
240 scherman way,Livermore,Alameda-County,Ca,94550,1299000.0,17,62.0,4.0,2.0,1527.0,Single family residential,1971.0,New
1409 oxford #1,Berkeley,Alameda-County,Ca,94709,876000.0,92,79.0,2.0,2.0,954.0,Condo,1962.0,New
1115 72nd ave,Oakland,Alameda-County,Ca,94621,600000.0,76,66.0,3.0,2.0,1389.0,Single family residential,1948.0,New
23420 maud ave,Hayward,Alameda-County,Ca,94541,2350000.0,21,12.0,2.0,1.0,1626.0,Single family home,1890.0,Active
38345 blacow rd,Fremont,Alameda-County,Ca,94536,1350000.0,53,44.0,4.0,2.0,1607.0,Single family residential,1959.0,New
410 webster st #2,Oakland,Alameda-County,Ca,94607,549000.0,98,81.0,1.0,1.0,878.0,Condo,2018.0,Price change
801 franklin st #1005,Oakland,Alameda-County,Ca,94607,535000.0,100,84.0,2.0,1.5,1140.0,Condo,1976.0,Active
6466 hollis st #336,Emeryville,Alameda-County,Ca,94608,573200.0,89,97.0,2.0,2.5,1130.0,Condo,2008.0,Active
630 thomas l berkley way #801,Oakland,Alameda-County,Ca,94612,649000.0,97,96.0,1.0,1.0,873.0,Condo,2009.0,New
34806 starling dr #3,Union city,Alameda-County,Ca,94587,545000.0,75,74.0,2.0,1.0,903.0,Condo,1972.0,Active
3672 skyline dr,Hayward,Alameda-County,Ca,94542,999888.0,16,21.0,4.0,2.5,2067.0,Single family residential,1976.0,New
215 hunter ave,Oakland,Alameda-County,Ca,94603,539900.0,52,57.0,3.0,1.0,782.0,Single family residential,1943.0,Price change
647 saint francis way,Pleasanton,Alameda-County,Ca,94566,965000.0,68,61.0,3.0,2.5,1540.0,Townhouse,1984.0,Active
665 s elmhurst ave,Oakland,Alameda-County,Ca,94603,498000.0,67,60.0,2.0,1.0,945.0,Single family home,1907.0,Active
2613 central ct,Union city,Alameda-County,Ca,94587,1429999.0,47,60.0,4.0,2.0,1544.0,Single family home,1975.0,Active
960 folsom ave,Hayward,Alameda-County,Ca,94544,899000.0,33,51.0,4.0,4.0,2010.0,Single family residential,1945.0,Active
4762 driftwood,Fremont,Alameda-County,Ca,94536,1199000.0,37,45.0,3.0,2.0,1167.0,Single family residential,1955.0,Active
15235 central ave,San leandro,Alameda-County,Ca,94578,829000.0,47,55.0,4.0,2.0,1632.0,Single family residential,1947.0,Active
43154 calle familia,Fremont,Alameda-County,Ca,94539,2049888.0,63,53.0,4.0,3.5,2374.0,Single family residential,2017.0,Active
5901 la salle,Oakland,Alameda-County,Ca,94611,1395000.0,87,40.0,3.0,2.5,2154.0,Single family residential,1946.0,Active
1473 daily dr,San leandro,Alameda-County,Ca,94577,1225000.0,11,3.0,3.0,2.5,3200.0,Single family residential,1958.0,Active
27496 ponderosa ct,Hayward,Alameda-County,Ca,94545,730000.0,64,66.0,4.0,2.5,1474.0,Townhouse,1970.0,Active
1449 auseon ave,Oakland,Alameda-County,Ca,94621,599000.0,78,58.0,3.0,2.0,1477.0,Single family residential,1924.0,Active
24123 amaranth loop,Hayward,Alameda-County,Ca,94541,1288000.0,53,22.0,5.0,4.0,2493.0,Single family residential,2019.0,Active
1011 zinfandel ct,Pleasanton,Alameda-County,Ca,94566,2498000.0,19,10.0,5.0,3.0,3350.0,Single family residential,1987.0,Active
17041 via andeta,San lorenzo,Alameda-County,Ca,94580-3101,599000.0,66,64.0,3.0,1.0,1480.0,Single family residential,1944.0,Active
3936 hanly rd,Oakland,Alameda-County,Ca,94602,1095000.0,74,38.0,3.0,2.0,1651.0,Single family residential,1926.0,Active
6608 dana st,Oakland,Alameda-County,Ca,94609,725000.0,88,99.0,2.0,1.0,1225.0,Condo,1980.0,Active
3030 lynde st,Oakland,Alameda-County,Ca,94601,850000.0,80,57.0,3.0,1.5,1543.0,Single family residential,1931.0,Active
43139 calle sagrada,Fremont,Alameda-County,Ca,94539,1995000.0,63,53.0,4.0,3.5,2374.0,Single family residential,2019.0,Active
2161 armstrong dr,Pleasanton,Alameda-County,Ca,94588,1358800.0,46,74.0,3.0,2.5,1468.0,Single family residential,1984.0,Active
4717 michelle way,Union city,Alameda-County,Ca,94587,1450000.0,13,45.0,5.0,2.0,1926.0,Single family residential,1974.0,Active
3239 c louise st,Oakland,Alameda-County,Ca,94608,1095000.0,85,98.0,3.0,3.5,2008.0,Single family residential,2017.0,Active
93 fawn dr,Livermore,Alameda-County,Ca,94550,1249000.0,11,59.0,4.0,2.5,1735.0,Single family residential,2000.0,Active
3849 west st,Oakland,Alameda-County,Ca,94608,975000.0,87,99.0,3.0,3.0,1602.0,Single family residential,2022.0,Active
6728 charing cross,Berkeley,Alameda-County,Ca,94705,2950000.0,11,30.0,4.0,4.5,3020.0,Single family residential,2022.0,Active
135 tunnel rd,Berkeley,Alameda-County,Ca,94705,1949000.0,77,66.0,4.0,2.5,2904.0,Single family residential,1912.0,Active
4722 congress ave,Oakland,Alameda-County,Ca,94601,899000.0,73,37.0,3.0,2.0,1204.0,Single family residential,1983.0,Active
1 barker ct,Alameda,Alameda-County,Ca,94501,1198800.0,86,89.0,3.0,2.5,1622.0,Single family residential,1998.0,Active
1400 carpentier #235,San leandro,Alameda-County,Ca,94577,441000.0,94,75.0,1.0,1.0,804.0,Condo,1983.0,Active
1220 broadway,Alameda,Alameda-County,Ca,94501,998000.0,89,82.0,3.0,2.0,1834.0,Single family residential,1910.0,Active
4836 christine ct,Union city,Alameda-County,Ca,94587,1150000.0,9,50.0,3.0,2.0,1374.0,Single family residential,1975.0,Active
1506 agatha ct,Livermore,Alameda-County,Ca,94550,1859777.0,19,65.0,5.0,3.5,3149.0,Single family residential,1999.0,Active
6363 christie ave #2601,Emeryville,Alameda-County,Ca,94608,488880.0,71,91.0,1.0,1.0,634.0,Condo,1984.0,Active
6831 herrin way,Pleasanton,Alameda-County,Ca,94588,1498000.0,41,68.0,5.0,3.0,2050.0,Single family residential,1976.0,Active
5517 gracen way,Dublin,Alameda-County,Ca,94568,1396998.0,20,61.0,5.0,4.0,2738.0,Condo,2019.0,Active
503 lancaster st #3,Oakland,Alameda-County,Ca,94601,795000.0,86,89.0,1.0,2.0,1870.0,Townhouse,2006.0,Active
2476 normandy cir,Livermore,Alameda-County,Ca,94550,2389000.0,24,47.0,5.0,4.0,3382.0,Single family residential,1997.0,Active
3302 smoketree commons dr,Pleasanton,Alameda-County,Ca,94566,525000.0,51,66.0,1.0,1.0,648.0,Condo,1988.0,Active
24719 townsend ave,Hayward,Alameda-County,Ca,94544,889000.0,68,58.0,3.0,2.0,1419.0,Single family residential,1958.0,Active
29358 sandburg way,Hayward,Alameda-County,Ca,94544,330000.0,55,66.0,2.0,2.0,1512.0,Mobile/manufactured home,1977.0,Active
16032 via descanso,San lorenzo,Alameda-County,Ca,94580,749000.0,72,64.0,3.0,1.0,1000.0,Single family residential,1944.0,Active
4574 ellen way,Union city,Alameda-County,Ca,94587,1398000.0,30,42.0,4.0,2.5,1907.0,Single family home,1972.0,Active
5025 woodminster ln #104,Oakland,Alameda-County,Ca,94602,599999.0,42,27.0,2.0,1.0,1071.0,Condo,1966.0,Active
2828 encinal,Alameda,Alameda-County,Ca,94501,898000.0,81,83.0,2.0,1.0,1000.0,Single family residential,1900.0,Active
9 selborne dr,Piedmont,Alameda-County,Ca,94611,2695000.0,39,22.0,4.0,3.5,3758.0,Single family residential,1953.0,Active
37490 parish cir unit 19e,Fremont,Alameda-County,Ca,94536,649000.0,75,60.0,2.0,2.0,942.0,Condo,1989.0,Active
5811 wilma ct,Livermore,Alameda-County,Ca,94550,1774888.0,19,61.0,5.0,3.5,3433.0,Single family residential,1998.0,Active
565 bellevue ave unit 908a,Oakland,Alameda-County,Ca,94610,686000.0,91,95.0,1.0,2.0,860.0,Condo,1969.0,Active
39078 guardino dr #106,Fremont,Alameda-County,Ca,94538,498000.0,45,64.0,1.0,1.0,693.0,Condo,1990.0,Active
15956 e 14th st #104,San leandro,Alameda-County,Ca,94578,550000.0,81,60.0,2.0,2.0,918.0,Condo,2008.0,Active
18625 w cavendish dr,Castro valley,Alameda-County,Ca,94552-1736,2388888.0,9,3.0,4.0,3.0,2550.0,Single family residential,1983.0,Active
6665 albyn ct,Newark,Alameda-County,Ca,94560,1098000.0,67,51.0,3.0,2.0,1140.0,Single family home,1958.0,Active
3587 wyndham dr,Fremont,Alameda-County,Ca,94536,1649000.0,49,54.0,4.0,2.0,1714.0,Single family residential,1972.0,Price change
1115 trestle glen rd,Oakland,Alameda-County,Ca,94610-2518,1089000.0,63,56.0,2.0,2.0,1466.0,Single family residential,1958.0,Active
1971 arrowhead dr,Oakland,Alameda-County,Ca,94611-1447,1275000.0,6,25.0,4.0,3.0,2758.0,Single family residential,1947.0,Price change
2710 clay st,Alameda,Alameda-County,Ca,94501,1695000.0,70,75.0,4.0,2.5,2500.0,Single family residential,1925.0,Active
6685 aitken dr,Oakland,Alameda-County,Ca,94611,1249000.0,5,23.0,4.0,3.5,3481.0,Single family residential,1965.0,Active
Undisclosed address,Alameda,Alameda-County,Ca,94501,700000.0,94,74.0,2.0,1.5,962.0,Condo,1975.0,Active
314 toscana way,Hayward,Alameda-County,Ca,94545,899000.0,52,45.0,3.0,2.5,1998.0,Single family residential,2009.0,Active
25290 ironwood ct,Hayward,Alameda-County,Ca,94545,799000.0,55,38.0,3.0,2.5,1495.0,Condo,1980.0,Active
8406 dowling st,Oakland,Alameda-County,Ca,94605,500000.0,71,64.0,3.0,1.0,964.0,Single family residential,1925.0,Active
265 garnet dr,Livermore,Alameda-County,Ca,94550,1200000.0,12,65.0,4.0,3.0,1848.0,Single family residential,1967.0,Active
6321 marguerite dr,Newark,Alameda-County,Ca,94560,1490000.0,51,43.0,5.0,3.0,2095.0,Single family residential,1963.0,Price change
4638 lockridge way,Castro valley,Alameda-County,Ca,94546,1450000.0,37,24.0,4.0,2.5,2092.0,Single family residential,1960.0,Active
5416 princeton st,Oakland,Alameda-County,Ca,94601,599000.0,87,62.0,3.0,1.0,1215.0,Single family residential,1914.0,Active
16041 silverleaf dr,San lorenzo,Alameda-County,Ca,94580,979000.0,64,52.0,4.0,3.0,1948.0,Single family residential,1996.0,Active
1234 pease ct,Alameda,Alameda-County,Ca,94501,995000.0,89,82.0,2.0,2.0,1434.0,Single family residential,1895.0,Active
1049 61st st,Oakland,Alameda-County,Ca,94608,1495000.0,89,87.0,3.0,2.5,2189.0,Single family residential,2022.0,Active
1507 tyler st,Berkeley,Alameda-County,Ca,94703,1098000.0,89,95.0,3.0,2.5,1328.0,Single family residential,1924.0,Active
4382 sunset view dr,Dublin,Alameda-County,Ca,94582,1799000.0,14,15.0,4.0,2.5,2102.0,Single family residential,2015.0,Active
2278 marina blvd,San leandro,Alameda-County,Ca,94577,868000.0,75,82.0,3.0,2.0,1447.0,Single family home,1990.0,Active
1392 holman rd,Oakland,Alameda-County,Ca,94610,1089000.0,83,52.0,2.0,1.5,1305.0,Single family residential,1937.0,Pending
22577 cisneros dr,Hayward,Alameda-County,Ca,94541,1145000.0,56,42.0,4.0,2.0,2088.0,Single family residential,2002.0,Active
25742 underwood ave,Hayward,Alameda-County,Ca,94544,749000.0,73,65.0,3.0,1.0,1059.0,Single family residential,1952.0,Active
3092 san andreas dr,Union city,Alameda-County,Ca,94587,898000.0,52,55.0,2.0,1.0,1195.0,Single family home,1970.0,Contingent
325 wilson way,Larkspur,Marin-County,Ca,94939,1995000.0,2,12.0,4.0,2.5,2156.0,Single family residential,1966.0,Active
30 knolltop ct,Novato,Marin-County,Ca,94945,1749000.0,5,12.0,3.0,2.5,2437.0,Single family residential,1984.0,Active
7 clover hill ct,San rafael,Marin-County,Ca,94903,1495000.0,26,45.0,5.0,2.5,2016.0,Single family residential,1964.0,Active
78 arnold dr,Novato,Marin-County,Ca,94949,817000.0,42,37.0,2.0,2.5,1428.0,Condo,1998.0,Active
465 birch rd,Bolinas,Marin-County,Ca,94924,2225000.0,12,52.0,2.0,1.0,1819.0,Single family residential,1981.0,Active
623 plum st,Novato,Marin-County,Ca,94945,949000.0,22,32.0,3.0,2.0,1361.0,Single family residential,1954.0,Active
35 corte de sabla,Greenbrae,Marin-County,Ca,94904,1995000.0,57,77.0,4.0,2.5,2324.0,Single family residential,1954.0,Active
79 robinhood dr,San rafael,Marin-County,Ca,94901,1650000.0,6,2.0,3.0,2.0,1566.0,Single family residential,1961.0,Active
144 dominican dr,San rafael,Marin-County,Ca,94901,2195000.0,2,36.0,3.0,2.5,2455.0,Single family residential,1966.0,Active
18 irene dr,Novato,Marin-County,Ca,94947,1395000.0,6,12.0,4.0,2.5,2258.0,Single family residential,1973.0,New
30 magnolia ave,San anselmo,Marin-County,Ca,94960,1995000.0,93,72.0,3.0,2.5,2060.0,Single family residential,1940.0,Active
19 tappan rd,San anselmo,Marin-County,Ca,94960,2495000.0,2,23.0,3.0,2.5,2296.0,Single family residential,1949.0,Active
242 san felipe way,Novato,Marin-County,Ca,94945,1199000.0,56,59.0,4.0,2.0,1809.0,Single family residential,1963.0,Active
54 walnut ave,Larkspur,Marin-County,Ca,94939,2950000.0,81,57.0,4.0,3.0,2026.0,Single family residential,1957.0,New
21 bay rd,Fairfax,Marin-County,Ca,94930,945000.0,57,43.0,3.0,1.0,1200.0,Single family residential,1951.0,Active
1115 b st #300,San rafael,Marin-County,Ca,94901,580000.0,93,49.0,2.0,1.0,789.0,Condo,1994.0,Active
12 myrtle ln,San anselmo,Marin-County,Ca,94960,1695000.0,86,43.0,2.0,1.0,1722.0,Single family home,1918.0,Active
5 wildflower ct,Corte madera,Marin-County,Ca,94925,2149000.0,41,38.0,3.0,2.5,1998.0,Single family residential,1999.0,Active
39 sandpiper cir,Corte madera,Marin-County,Ca,94925,949000.0,63,87.0,2.0,2.5,1725.0,Condo,1981.0,Active
1260 redwood blvd unit f,Novato,Marin-County,Ca,94947,479000.0,19,16.0,2.0,1.5,1024.0,Condo,1971.0,Active
672 plum st,Novato,Marin-County,Ca,94945,888000.0,38,48.0,3.0,2.0,2543.0,Single family residential,1948.0,Active
49 bedford cv,San rafael,Marin-County,Ca,94901,1525000.0,26,60.0,3.0,2.5,1790.0,Single family residential,1990.0,Active
11 friendly ln,Novato,Marin-County,Ca,94945,879000.0,61,68.0,1.0,1.0,924.0,Single family residential,1940.0,Active
35 ferdinand way,Novato,Marin-County,Ca,94949,1075000.0,35,18.0,3.0,3.0,1681.0,Single family residential,1999.0,Active
12 partridge dr,San rafael,Marin-County,Ca,94901,1295000.0,13,21.0,3.0,2.0,1793.0,Townhouse,1989.0,Active
456 via herbosa,Novato,Marin-County,Ca,94949,1275000.0,77,49.0,4.0,3.5,1951.0,Single family residential,1955.0,Active
79 san miguel way,Novato,Marin-County,Ca,94945,1198000.0,49,35.0,4.0,3.0,2000.0,Single family residential,1970.0,Active
523 seaver dr,Mill valley,Marin-County,Ca,94941,565000.0,31,54.0,1.0,1.0,696.0,Condo,1979.0,Active
20 baccharis pl,Tiburon,Marin-County,Ca,94920,2850000.0,46,31.0,3.0,4.0,3381.0,Single family residential,1995.0,Active
227 riviera dr,San rafael,Marin-County,Ca,94901,1700000.0,5,29.0,4.0,2.5,2371.0,Single family residential,1961.0,Active
1579 s novato blvd #103,Novato,Marin-County,Ca,94947,625000.0,88,73.0,2.0,2.0,1175.0,Condo,1997.0,Active
51 oakcrest dr,San rafael,Marin-County,Ca,94903,889000.0,28,16.0,4.0,2.5,2024.0,Townhouse,1979.0,Active
50 montezuma ave,Forest knolls,Marin-County,Ca,94933,1150000.0,30,22.0,3.0,2.0,2050.0,Single family residential,1956.0,Active
15 newport landing dr,Novato,Marin-County,Ca,94949,1299000.0,44,39.0,5.0,3.0,3006.0,Single family residential,2003.0,Active
229 alpine st,San rafael,Marin-County,Ca,94901,1250000.0,40,32.0,2.0,2.0,1158.0,Single family residential,1943.0,Active
53 corte roble,Novato,Marin-County,Ca,94949,1250000.0,34,22.0,3.0,2.5,1975.0,Single family residential,1958.0,Active
9 monona dr,Corte madera,Marin-County,Ca,94926,1798000.0,82,89.0,4.0,1.5,1455.0,Single family residential,1953.0,Active
111 meriam dr,San rafael,Marin-County,Ca,94903,1384500.0,38,33.0,3.0,2.5,2154.0,Single family residential,1956.0,Active
87 skyline ter,Mill valley,Marin-County,Ca,94941,2195000.0,5,33.0,4.0,2.5,3329.0,Single family residential,1988.0,Active
313 oakdale ave,Corte madera,Marin-County,Ca,94925,1495000.0,65,51.0,3.0,1.5,1219.0,Single family residential,1913.0,Active
124 glen dr,Sausalito,Marin-County,Ca,94965,2549000.0,79,40.0,4.0,2.5,2565.0,Single family residential,1969.0,Active
187 harrison ave,Sausalito,Marin-County,Ca,94965,3295000.0,83,42.0,3.0,2.5,2540.0,Single family residential,1979.0,Active
842 hayden ave,Novato,Marin-County,Ca,94945,1150000.0,65,55.0,3.0,2.5,1888.0,Single family residential,1955.0,Active
694 wilson ave,Novato,Marin-County,Ca,94947,1195000.0,31,25.0,3.0,2.0,1984.0,Single family residential,1981.0,Active
142 cypress pl,Sausalito,Marin-County,Ca,94965,858000.0,80,83.0,2.0,2.0,990.0,Condo,1979.0,Active
50 deer park ave,San rafael,Marin-County,Ca,94901,2111111.0,39,25.0,5.0,4.5,3457.0,Single family residential,1958.0,New
48 woodleaf ct,Novato,Marin-County,Ca,94945,1395000.0,7,27.0,5.0,2.0,2329.0,Single family residential,1979.0,Active
517 pixie trl,Mill valley,Marin-County,Ca,94941,1995000.0,27,30.0,4.0,3.0,2490.0,Single family residential,1945.0,Active
490 canal st #13,San rafael,Marin-County,Ca,94901,665000.0,73,70.0,2.0,2.5,1428.0,Condo,1975.0,Active
81 spring ln,Fairfax,Marin-County,Ca,94930,1599000.0,32,35.0,1.0,1.0,1320.0,Single family residential,1934.0,Active
364 peachstone ter,San rafael,Marin-County,Ca,94903,1249000.0,39,50.0,4.0,2.0,1793.0,Single family residential,1955.0,Active
50 sonoma st #21,San rafael,Marin-County,Ca,94901,399000.0,71,64.0,2.0,1.0,966.0,Condo,1962.0,Active
1 sunrise ave,Mill valley,Marin-County,Ca,94941,2195000.0,80,53.0,4.0,2.5,1979.0,Single family residential,1912.0,Active
61 conifer way,Woodacre,Marin-County,Ca,94973,689000.0,8,23.0,1.0,1.5,991.0,Single family residential,1932.0,Active
223 butterfield dr,Novato,Marin-County,Ca,94945,1195000.0,0,20.0,3.0,2.0,1885.0,Single family residential,1988.0,Active
54 dolores st,San rafael,Marin-County,Ca,94901,1295000.0,70,69.0,4.0,2.0,1722.0,Single family residential,1948.0,Active
338 sausalito blvd,Sausalito,Marin-County,Ca,94965,1495000.0,63,28.0,2.0,1.5,1606.0,Condo,1970.0,Active
32 midway ln,Fairfax,Marin-County,Ca,94930,840000.0,29,41.0,2.0,2.0,1160.0,Single family residential,1918.0,Active
22 birchwood dr,Novato,Marin-County,Ca,94947,720000.0,13,15.0,3.0,2.5,1454.0,Townhouse,1990.0,Active
3 suffield ave,San anselmo,Marin-County,Ca,94960,1090000.0,79,76.0,3.0,1.0,1502.0,Single family residential,1930.0,Active
24 anchorage rd,Sausalito,Marin-County,Ca,94965,545000.0,70,51.0,1.0,1.0,794.0,Condo,1969.0,Active
100 thorndale dr #133,San rafael,Marin-County,Ca,94903,405000.0,38,26.0,2.0,2.0,1110.0,Condo,1985.0,Active
2055 shady ln,Novato,Marin-County,Ca,94945,935000.0,43,32.0,4.0,2.0,1848.0,Single family residential,1959.0,Active
11 stasia dr,Novato,Marin-County,Ca,94947,1150000.0,15,33.0,3.0,2.0,1320.0,Single family residential,1963.0,Active
39 montevideo way,San rafael,Marin-County,Ca,94903,2498000.0,13,31.0,5.0,3.0,3056.0,Single family residential,1996.0,Active
139 barber ave,San anselmo,Marin-County,Ca,94960,2795000.0,83,43.0,4.0,2.5,2566.0,Single family residential,1949.0,Active
15 hazel ave,Larkspur,Marin-County,Ca,94939,1950000.0,71,45.0,2.0,2.0,1550.0,Single family residential,1975.0,Active
13 laurel grove ave,Kentfield,Marin-County,Ca,94904,2425000.0,55,77.0,4.0,2.0,2148.0,Single family residential,1953.0,Active
32 sunnyside rd,Inverness,Marin-County,Ca,94937,1595000.0,1,9.0,2.0,2.0,1393.0,Single family residential,1967.0,Active
565 via casitas #23,Greenbrae,Marin-County,Ca,94904,799000.0,40,49.0,2.0,2.0,1355.0,Condo,1973.0,Active
334 durant way,Mill valley,Marin-County,Ca,94941,2085000.0,25,27.0,4.0,2.5,2171.0,Single family residential,1972.0,Active
695 barberry ln,San rafael,Marin-County,Ca,94903,1995000.0,62,58.0,4.0,2.0,1794.0,Single family residential,1955.0,Active
135 mount whitney ct,San rafael,Marin-County,Ca,94903,1750000.0,5,25.0,3.0,2.0,1942.0,Single family residential,1963.0,Active
59 convent ct,San rafael,Marin-County,Ca,94901,2195000.0,3,19.0,4.0,3.0,2546.0,Single family residential,1968.0,Active
155 pebble beach dr,Novato,Marin-County,Ca,94949,1800000.0,40,19.0,4.0,3.5,3505.0,Single family residential,1974.0,Active
8 jackson ct,Novato,Marin-County,Ca,94947,1529000.0,12,4.0,4.0,3.0,2879.0,Single family residential,2001.0,Active
26 margarita ter,Novato,Marin-County,Ca,94947,549000.0,49,24.0,2.0,2.0,1183.0,Condo,1979.0,Active
155 cerro crest dr,Novato,Marin-County,Ca,94945,1749000.0,3,2.0,6.0,3.5,3882.0,Single family residential,1975.0,Active
95 broadmoor ct,Novato,Marin-County,Ca,94949,1895000.0,1,3.0,4.0,3.0,2456.0,Single family residential,1968.0,Active
25 geldert dr,Tiburon,Marin-County,Ca,94920,2349000.0,9,31.0,3.0,2.0,2012.0,Single family residential,1960.0,Active
616 oak manor dr,Fairfax,Marin-County,Ca,94930,1195000.0,3,19.0,3.0,2.0,1288.0,Single family residential,1961.0,Active
36 plumas cir,Novato,Marin-County,Ca,94947,465000.0,12,41.0,2.0,1.0,810.0,Condo,1972.0,Active
354 e strawberry dr,Mill valley,Marin-County,Ca,94941,2495000.0,20,20.0,3.0,3.0,2611.0,Single family residential,1971.0,Active
