Street,City,County,State,Zipcode,Price,WalkScore,Bike_Score,Beds,Bath,Sqft,Property_Type,Year_Built,Status
1639 46th ave,San francisco,San-Francisco,Ca,94122,995000.0,0.0,0.0,2.0,1.0,850.0,Single family residential,1941.0,Active
187 ellsworth st,San francisco,San-Francisco,Ca,94110,1195000.0,0.0,0.0,2.0,1.0,1059.0,Condo,1908.0,Active
1050 north point st #206,San francisco,San-Francisco,Ca,94109,699000.0,94.0,79.0,1.0,1.0,676.0,Co-op,1963.0,Active
658 hayes st,San francisco,San-Francisco,Ca,94102,1149000.0,0.0,0.0,2.0,2.0,1305.0,Condo,1982.0,Active
822 28th ave,San francisco,San-Francisco,Ca,94121,1998000.0,0.0,0.0,5.0,3.0,2171.0,Single family residential,1936.0,Active
1177 california st #625,San francisco,San-Francisco,Ca,94108,699000.0,0.0,0.0,1.0,1.0,653.0,Condo,1978.0,Active
584 silver ave,San francisco,San-Francisco,Ca,94112,1095000.0,0.0,0.0,5.0,3.0,1966.0,Single family residential,1947.0,Active
664 27th ave,San francisco,San-Francisco,Ca,94121,1999999.0,92.0,65.0,4.0,2.0,2150.0,Single family residential,1922.0,Active
83 mcallister st #107,San francisco,San-Francisco,Ca,94102,395000.0,99.0,95.0,0.0,1.0,414.0,Condo,2007.0,Active
954 teresita blvd,San francisco,San-Francisco,Ca,94127,1500000.0,0.0,0.0,3.0,2.0,1335.0,Single family residential,1937.0,Active
451 kansas st #551,San francisco,San-Francisco,Ca,94107,819000.0,0.0,0.0,1.0,1.0,688.0,Condo,2007.0,Active
370 church st unit a,San francisco,San-Francisco,Ca,94114,1049000.0,0.0,0.0,1.0,1.0,1050.0,Condo,1981.0,Active
1000 3rd st #515,San francisco,San-Francisco,Ca,94158,1050000.0,0.0,0.0,1.0,2.0,961.0,Condo,2018.0,Active
319 douglass st,San francisco,San-Francisco,Ca,94114,1195000.0,0.0,0.0,2.0,1.0,1346.0,Condo,1903.0,Active
18 vandewater st,San francisco,San-Francisco,Ca,94133,1698000.0,0.0,0.0,3.0,3.0,1860.0,Condo,2007.0,Active
2222 25th ave,San francisco,San-Francisco,Ca,94116,995000.0,0.0,0.0,2.0,1.0,1350.0,Single family residential,1931.0,Active
300 berry st #704,San francisco,San-Francisco,Ca,94158,829000.0,0.0,0.0,1.0,1.0,856.0,Condo,2009.0,Active
310 carolina st #207,San francisco,San-Francisco,Ca,94107,1495000.0,0.0,0.0,2.0,2.0,1271.0,Condo,2015.0,Active
106 8th ave,San francisco,San-Francisco,Ca,94118,1259000.0,96.0,90.0,2.0,1.0,1209.0,Condo,1911.0,Active
195 jersey st,San francisco,San-Francisco,Ca,94114,1199000.0,98.0,79.0,2.0,1.0,804.0,Condo,1900.0,Active
5 surrey st,San francisco,San-Francisco,Ca,94131,1395000.0,0.0,0.0,2.0,2.0,1335.0,Single family residential,1910.0,Active
448 gold mine dr,San francisco,San-Francisco,Ca,94131,2650000.0,0.0,0.0,4.0,3.0,2275.0,Single family residential,1968.0,Active
1439 mcallister st #1,San francisco,San-Francisco,Ca,94115,1495000.0,0.0,0.0,3.0,2.0,1335.0,Condo,1995.0,Active
527 oak park dr,San francisco,San-Francisco,Ca,94131,2899000.0,37.0,39.0,4.0,3.0,2150.0,Single family residential,1961.0,Active
2331 12th ave,San francisco,San-Francisco,Ca,94116,2395000.0,91.0,55.0,4.0,3.0,2650.0,Single family residential,1925.0,Active
324 scott st #1,San francisco,San-Francisco,Ca,94117,1450000.0,98.0,90.0,2.0,1.5,1225.0,Condo,1904.0,Active
280 spear st unit 2e,San francisco,San-Francisco,Ca,94105,1595000.0,95.0,80.0,3.0,2.0,1176.0,Condo,2022.0,Active
110 channel st #421,San francisco,San-Francisco,Ca,94158,988000.0,0.0,0.0,1.0,1.0,763.0,Condo,2017.0,Active
246 2nd st #1105,San francisco,San-Francisco,Ca,94105,748000.0,96.0,77.0,1.0,1.0,650.0,Condo,2000.0,Active
2302 divisadero st,San francisco,San-Francisco,Ca,94115,2950000.0,0.0,0.0,4.0,2.5,2272.0,Condo,1900.0,Active
2054 36th ave,San francisco,San-Francisco,Ca,94116,2550000.0,0.0,0.0,4.0,3.5,2259.0,Single family residential,1954.0,Active
483 paris st,San francisco,San-Francisco,Ca,94112,998000.0,95.0,42.0,2.0,1.0,1210.0,Single family residential,1922.0,Active
74 new montgomery st #416,San francisco,San-Francisco,Ca,94105,1450000.0,98.0,86.0,2.0,2.0,1123.0,Condo,1914.0,Active
311 21st ave,San francisco,San-Francisco,Ca,94121,1399000.0,99.0,81.0,4.0,1.0,2200.0,Single family residential,1916.0,Active
446 fell st,San francisco,San-Francisco,Ca,94102,749000.0,99.0,89.0,1.0,1.5,800.0,Condo,1900.0,Active
1310 fulton st #204,San francisco,San-Francisco,Ca,94117,1099000.0,98.0,93.0,2.0,2.0,975.0,Condo,1989.0,Active
121 joost ave,San francisco,San-Francisco,Ca,94131,1795000.0,0.0,0.0,3.0,2.5,2248.0,Single family residential,1908.0,Active
472 anderson st,San francisco,San-Francisco,Ca,94110,1250000.0,0.0,0.0,2.0,1.0,950.0,Single family home,1912.0,Active
390 - 392 corbett ave,San francisco,San-Francisco,Ca,94114,2495000.0,81.0,60.0,2.0,3.0,1760.0,Single family residential,1906.0,Active
24 cuvier st,San francisco,San-Francisco,Ca,94112,1599000.0,86.0,74.0,5.0,2.5,2690.0,Single family residential,1930.0,Active
2371 34th ave,San francisco,San-Francisco,Ca,94116,1195000.0,0.0,0.0,2.0,1.0,1325.0,Single family residential,1925.0,Active
1470 golden gate ave #6,San francisco,San-Francisco,Ca,94115,1298000.0,0.0,0.0,2.0,2.0,1276.0,Condo,1988.0,Active
24 margaret ave,San francisco,San-Francisco,Ca,94112,599000.0,77.0,48.0,1.0,2.0,780.0,Single family residential,1931.0,New
1902 lyon st unit b,San francisco,San-Francisco,Ca,94115,1895000.0,96.0,76.0,2.0,2.5,1448.0,Condo,1979.0,Active
723 46th ave,San francisco,San-Francisco,Ca,94121,1500000.0,0.0,0.0,2.0,1.0,1395.0,Single family residential,1923.0,Active
25 sierra st unit e307,San francisco,San-Francisco,Ca,94107,1049000.0,0.0,0.0,2.0,2.0,1051.0,Condo,2006.0,Active
1038 filbert st,San francisco,San-Francisco,Ca,94133,799000.0,96.0,66.0,2.0,1.0,1173.0,Condo,1924.0,Active
177 townsend st #527,San francisco,San-Francisco,Ca,94107,999000.0,0.0,0.0,2.0,2.0,1024.0,Condo,2007.0,Active
1220 la playa st #303,San francisco,San-Francisco,Ca,94122,329338.0,74.0,85.0,1.0,1.0,606.0,Condo,1961.0,Active
601 van ness ave #328,San francisco,San-Francisco,Ca,94102,425000.0,0.0,0.0,0.0,1.0,470.0,Condo,1982.0,Active
333 1st st #1906,San francisco,San-Francisco,Ca,94105,649000.0,0.0,0.0,0.0,1.0,506.0,Condo,2004.0,Active
330 berry st #404,San francisco,San-Francisco,Ca,94158,541177.0,82.0,95.0,2.0,2.0,891.0,Condo,2009.0,Active
1310 fillmore st ph 2-e,San francisco,San-Francisco,Ca,94115,929000.0,99.0,99.0,1.0,1.0,749.0,Condo,2007.0,Active
26 brussels st,San francisco,San-Francisco,Ca,94134,988000.0,92.0,82.0,3.0,1.0,1250.0,Single family residential,1911.0,Active
400 beale st #2103,San francisco,San-Francisco,Ca,94105,1695000.0,0.0,0.0,2.0,2.0,1074.0,Condo,2001.0,Active
1400 mission st #1508,San francisco,San-Francisco,Ca,94103,488000.0,0.0,0.0,1.0,1.0,649.0,Condo,2015.0,Active
131 - 131 newman st,San francisco,San-Francisco,Ca,94110,1098000.0,96.0,67.0,3.0,2.5,1576.0,Single family residential,1937.0,Active
249 shipley st #1,San francisco,San-Francisco,Ca,94107,749000.0,0.0,0.0,2.0,2.5,1295.0,Condo,1999.0,Active
340 6th st #301,San francisco,San-Francisco,Ca,94103,1195000.0,0.0,0.0,2.0,2.0,1718.0,Condo,1997.0,Active
570 page st #7,San francisco,San-Francisco,Ca,94117,1395000.0,0.0,0.0,2.0,2.5,1308.0,Condo,1998.0,Active
798 38th ave,San francisco,San-Francisco,Ca,94121,545000.0,89.0,76.0,0.0,1.0,579.0,Condo,1914.0,Active
232 - 234 diamond st,San francisco,San-Francisco,Ca,94114,1995000.0,97.0,66.0,5.0,2.0,2224.0,Multi-family (2-4 unit),1900.0,Active
120 - 122 alpine ter #122,San francisco,San-Francisco,Ca,94117,1095000.0,94.0,70.0,2.0,1.0,2040.0,Condo,1900.0,Active
Undisclosed address,San francisco,San-Francisco,Ca,94114,1400000.0,0.0,0.0,2.0,1.0,1041.0,Condo,1928.0,New
2 mint plz #502,San francisco,San-Francisco,Ca,94103,1200000.0,0.0,0.0,2.0,2.0,2018.0,Condo,1926.0,Active
1250 17th ave,San francisco,San-Francisco,Ca,94122,1595000.0,0.0,0.0,4.0,2.0,3080.0,Multi-family (2-4 unit),1914.0,Active
149 albion st,San francisco,San-Francisco,Ca,94110,2995000.0,0.0,0.0,3.0,2.5,1840.0,Condo,2015.0,Active
244 downey st #3,San francisco,San-Francisco,Ca,94117,889000.0,90.0,66.0,1.0,1.0,742.0,Condo,1906.0,Active
1843 - 1845 pacheco st,San francisco,San-Francisco,Ca,94116,1688000.0,87.0,67.0,3.0,2.0,1951.0,Multi-family (2-4 unit),1941.0,Active
106 madrid st,San francisco,San-Francisco,Ca,94112,1199900.0,85.0,61.0,3.0,2.0,1745.0,Single family residential,1916.0,Active-reo
1487 greenwich st #31,San francisco,San-Francisco,Ca,94109,2375000.0,0.0,0.0,3.0,2.0,1915.0,Condo,1923.0,Active
428 8th st #101,San francisco,San-Francisco,Ca,94103,899000.0,0.0,0.0,1.0,1.5,1078.0,Condo,2002.0,Active
707 guerrero st #2,San francisco,San-Francisco,Ca,94110,1398000.0,0.0,0.0,2.0,2.0,1399.0,Condo,2002.0,Active
55 garcia ave,San francisco,San-Francisco,Ca,94127,1695000.0,73.0,56.0,3.0,2.0,1589.0,Single family residential,1947.0,Active
425 1st st #3206,San francisco,San-Francisco,Ca,94105,1795000.0,0.0,0.0,2.0,2.0,1238.0,Condo,2008.0,Active
222 judson ave,San francisco,San-Francisco,Ca,94112,999000.0,0.0,0.0,2.0,1.0,918.0,Single family residential,1926.0,Active
1755 jackson st #303,San francisco,San-Francisco,Ca,94109,2295000.0,99.0,74.0,3.0,2.5,1985.0,Condo,1923.0,Active
105 lakeview ave,San francisco,San-Francisco,Ca,94112,798000.0,72.0,41.0,0.0,1.0,1426.0,Single family residential,1905.0,Active
1117 ocean ave #202,San francisco,San-Francisco,Ca,94112,949000.0,0.0,0.0,2.0,1.0,911.0,Condo,2005.0,Active
233 page st,San francisco,San-Francisco,Ca,94102,1295000.0,0.0,0.0,2.0,1.0,1176.0,Condo,1890.0,Active
531 miramar ave,San francisco,San-Francisco,Ca,94112,1698888.0,0.0,0.0,3.0,2.0,1595.0,Single family residential,1920.0,Active
714 london st,San francisco,San-Francisco,Ca,94112,995000.0,96.0,55.0,2.0,2.0,850.0,Single family home,1949.0,Active
1431 15th ave,San francisco,San-Francisco,Ca,94122,2395000.0,90.0,59.0,4.0,4.0,2287.0,Single family home,1919.0,Active
1382 40th ave,San francisco,San-Francisco,Ca,94122,1388000.0,0.0,0.0,3.0,2.0,1975.0,Single family residential,1941.0,Active
140 burrows st,San francisco,San-Francisco,Ca,94134,1298000.0,0.0,0.0,4.0,2.5,1755.0,Single family residential,1956.0,Active
462 oxford st,San francisco,San-Francisco,Ca,94134,1395000.0,41.0,38.0,3.0,1.0,1733.0,Single family residential,1956.0,Active
1287 arguello blvd,San francisco,San-Francisco,Ca,94122,1328000.0,0.0,0.0,4.0,3.0,2529.0,Multi-family (2-4 unit),1908.0,Active
10 panorama dr,San francisco,San-Francisco,Ca,94131,1498000.0,60.0,59.0,3.0,2.0,1534.0,Single family home,1959.0,Active
200 darien way,San francisco,San-Francisco,Ca,94127,2497000.0,0.0,0.0,4.0,4.0,2332.0,Single family residential,1926.0,Active
2579 40th ave,San francisco,San-Francisco,Ca,94116,1495000.0,0.0,0.0,4.0,3.0,1400.0,Single family residential,1955.0,Active
758 oak st,San francisco,San-Francisco,Ca,94117,1995000.0,0.0,0.0,3.0,2.5,2146.0,Condo,1900.0,Active
253 central ave,San francisco,San-Francisco,Ca,94117,1049000.0,0.0,0.0,2.0,2.0,1172.0,Condo,1908.0,Active
63 prague st,San francisco,San-Francisco,Ca,94112,1250000.0,0.0,0.0,3.0,1.0,1420.0,Single family residential,1958.0,Active
53 wilder st #302,San francisco,San-Francisco,Ca,94131,1198000.0,91.0,69.0,2.0,2.0,1237.0,Condo,2006.0,Active
625 detroit st,San francisco,San-Francisco,Ca,94131,1875000.0,77.0,59.0,3.0,2.0,2013.0,Single family residential,1977.0,Active
30 brunswick st,San francisco,San-Francisco,Ca,94112,1399000.0,84.0,31.0,2.0,1.5,1392.0,Single family residential,1916.0,Active
174 farallones st,San francisco,San-Francisco,Ca,94112,998000.0,73.0,58.0,4.0,3.0,1669.0,Single family residential,1907.0,Active
577 fell st,San francisco,San-Francisco,Ca,94102,999000.0,0.0,0.0,3.0,2.0,1659.0,Condo,1895.0,Active
3620 cesar chavez st #301,San francisco,San-Francisco,Ca,94110,1175000.0,0.0,0.0,2.0,2.0,1144.0,Condo,2020.0,Active
490 - 492 clipper st,San francisco,San-Francisco,Ca,94114,2250000.0,92.0,62.0,4.0,3.0,2312.0,Multi-family (2-4 unit),1900.0,Active
34 topaz way,San francisco,San-Francisco,Ca,94131,1895000.0,0.0,0.0,3.0,2.5,1909.0,Townhouse,1968.0,Active
1005 duncan st,San francisco,San-Francisco,Ca,94131,2995000.0,73.0,64.0,4.0,2.5,1874.0,Single family residential,1962.0,Active
1885 vallejo st #5,San francisco,San-Francisco,Ca,94123,998000.0,0.0,0.0,1.0,1.0,900.0,Condo,1900.0,Active
259 lexington st,San francisco,San-Francisco,Ca,94110,1498000.0,99.0,95.0,2.0,2.0,1390.0,Condo,1910.0,Active
1826 23rd ave,San francisco,San-Francisco,Ca,94122,2348000.0,0.0,0.0,3.0,3.5,2134.0,Single family residential,1931.0,Active
3301 - 3311 cesar chavez st unit 3307a,San francisco,San-Francisco,Ca,94110,845000.0,0.0,0.0,2.0,2.0,1030.0,Condo,1905.0,Active
44 laidley st,San francisco,San-Francisco,Ca,94131,1400000.0,0.0,0.0,2.0,0.0,1412.0,Multi-family (2-4 unit),1900.0,Active
1926 46th ave,San francisco,San-Francisco,Ca,94116,995000.0,0.0,0.0,2.0,2.0,1350.0,Single family residential,1946.0,Active
451 cabrillo st,San francisco,San-Francisco,Ca,94118,958000.0,0.0,0.0,2.0,1.0,1151.0,Condo,1911.0,Active
1160 greenwich st #300,San francisco,San-Francisco,Ca,94109,2750000.0,0.0,0.0,3.0,3.5,1995.0,Condo,1948.0,Active
453 cabrillo st,San francisco,San-Francisco,Ca,94118,1248000.0,90.0,81.0,3.0,1.0,1388.0,Condo,1911.0,Active
537 steiner st,San francisco,San-Francisco,Ca,94117,2195000.0,98.0,77.0,3.0,2.5,2462.0,Condo,1900.0,Active
97 duboce ave,San francisco,San-Francisco,Ca,94103,1279000.0,99.0,98.0,3.0,2.0,1697.0,Condo,1980.0,Active
66 cleary ct #1202,San francisco,San-Francisco,Ca,94109,1075000.0,97.0,77.0,3.0,2.0,1202.0,Condo,1963.0,Active
1231 potrero ave,San francisco,San-Francisco,Ca,94110,1295000.0,96.0,96.0,3.0,2.0,1574.0,Condo,1908.0,Active
2085 ocean ave,San francisco,San-Francisco,Ca,94127,1795000.0,88.0,71.0,4.0,3.0,2730.0,Single family residential,1922.0,Active
2278 cayuga ave,San francisco,San-Francisco,Ca,94112,959000.0,0.0,0.0,4.0,2.0,1730.0,Single family residential,1949.0,Active
2470 23rd ave,San francisco,San-Francisco,Ca,94116,1095000.0,0.0,0.0,3.0,1.5,1606.0,Single family residential,1940.0,Active
355 bryant st #304,San francisco,San-Francisco,Ca,94107,1249000.0,93.0,78.0,1.0,1.5,1745.0,Condo,1917.0,Active
879 rolph st,San francisco,San-Francisco,Ca,94112,859000.0,59.0,32.0,2.0,1.0,1085.0,Single family residential,1950.0,Active
678 23rd ave,San francisco,San-Francisco,Ca,94121,1095000.0,84.0,79.0,2.0,1.0,1125.0,Single family residential,1921.0,Active
338 main st unit 8h,San francisco,San-Francisco,Ca,94105,1025000.0,0.0,0.0,1.0,1.0,854.0,Condo,2016.0,Active
854 haight st,San francisco,San-Francisco,Ca,94117,1599000.0,98.0,76.0,3.0,2.0,1631.0,Condo,1890.0,Active
333 grant ave #703,San francisco,San-Francisco,Ca,94108,949000.0,100.0,83.0,1.0,1.5,834.0,Condo,1908.0,Active
52 innes ct #202,San francisco,San-Francisco,Ca,94124,859000.0,26.0,22.0,2.0,2.0,1155.0,Condo,2017.0,Active
490 colon ave,San francisco,San-Francisco,Ca,94127,2690000.0,59.0,44.0,5.0,3.0,2500.0,Single family home,1927.0,Active
1122 cole st,San francisco,San-Francisco,Ca,94117,1249000.0,96.0,65.0,2.0,1.0,1290.0,Condo,1905.0,Active
201 folsom st unit 5a,San francisco,San-Francisco,Ca,94105,1758000.0,95.0,57.0,2.0,2.0,1368.0,Condo,2016.0,Active
325 berry st #614,San francisco,San-Francisco,Ca,94158,828000.0,81.0,94.0,1.0,1.0,767.0,Condo,2007.0,Active
195 tucker ave,San francisco,San-Francisco,Ca,94134,1095000.0,0.0,0.0,3.0,2.0,1244.0,Single family residential,1961.0,Active
240 darien way,San francisco,San-Francisco,Ca,94127,2198000.0,0.0,0.0,3.0,1.0,1776.0,Single family residence,1925.0,Active
2351 green st,San francisco,San-Francisco,Ca,94123,2295000.0,0.0,0.0,3.0,2.5,1730.0,Condo,1916.0,Active
1598 geneva ave,San francisco,San-Francisco,Ca,94112,1590000.0,0.0,0.0,4.0,4.0,2680.0,Single family residential,1963.0,Active
562 de haro st,San francisco,San-Francisco,Ca,94107,2595000.0,97.0,66.0,3.0,2.5,2239.0,Condo,2019.0,Active
292 dalewood way,San francisco,San-Francisco,Ca,94127,1795000.0,60.0,34.0,3.0,2.5,1971.0,Single family residential,1967.0,Active
825 la playa st #231,San francisco,San-Francisco,Ca,94121,949000.0,75.0,91.0,2.0,2.0,1084.0,Condo,1983.0,Active
2488 sutter st #3,San francisco,San-Francisco,Ca,94115,1650000.0,0.0,0.0,2.0,2.0,1615.0,Condo,2000.0,Active
806 - a hayes st unit a,San francisco,San-Francisco,Ca,94117,1795000.0,0.0,0.0,3.0,2.0,1646.0,Condo,1890.0,Active
2655 31st ave,San francisco,San-Francisco,Ca,94116,1700000.0,0.0,0.0,2.0,2.0,1390.0,Single family residential,1936.0,Active
2 mint plz #401,San francisco,San-Francisco,Ca,94103,1250000.0,99.0,92.0,2.0,2.0,1244.0,Condo,1926.0,Active
430 judson ave,San francisco,San-Francisco,Ca,94112,1150000.0,0.0,0.0,2.0,1.0,1125.0,Single family residential,1929.0,Active
1515 union st unit 5e,San francisco,San-Francisco,Ca,94123,1395000.0,100.0,77.0,1.0,1.0,955.0,Condo,2020.0,Active
400 beale st #1214,San francisco,San-Francisco,Ca,94105,1475000.0,0.0,0.0,3.0,2.0,1433.0,Condo,2001.0,Active
110 channel st #403,San francisco,San-Francisco,Ca,94158,1650000.0,0.0,0.0,3.0,2.0,1272.0,Condo,2017.0,Active
101 laidley st,San francisco,San-Francisco,Ca,94131,1650000.0,0.0,0.0,4.0,1.0,2060.0,Multi-family (2-4 unit),1960.0,Active
774 35th ave,San francisco,San-Francisco,Ca,94121,1049000.0,0.0,0.0,2.0,1.0,1103.0,Single family residential,1907.0,Active
114 parque dr,San francisco,San-Francisco,Ca,94134,898888.0,0.0,0.0,3.0,2.0,2260.0,Single family home,1946.0,Active
252 9th st #403,San francisco,San-Francisco,Ca,94103,799000.0,0.0,0.0,2.0,1.0,715.0,Condo,2015.0,Active
747 38th ave,San francisco,San-Francisco,Ca,94121,1499000.0,89.0,77.0,3.0,1.0,1190.0,Single family home,1924.0,Active
1 hawthorne st unit 17f,San francisco,San-Francisco,Ca,94105,1598000.0,0.0,0.0,2.0,2.0,1381.0,Condo,2010.0,Active
2655 31st ave,San francisco,San-Francisco,Ca,94116,1700000.0,85.0,53.0,2.0,2.0,1390.0,Single family residential,1936.0,Active
110 channel st #403,San francisco,San-Francisco,Ca,94158,1650000.0,88.0,92.0,3.0,2.0,1272.0,Condo,2017.0,Active
101 laidley st,San francisco,San-Francisco,Ca,94131,1650000.0,86.0,71.0,4.0,1.0,2060.0,Multi-family (2-4 unit),1960.0,Active
774 35th ave,San francisco,San-Francisco,Ca,94121,1049000.0,90.0,69.0,2.0,1.0,1103.0,Single family residential,1907.0,Active
114 parque dr,San francisco,San-Francisco,Ca,94134,898888.0,67.0,47.0,3.0,2.0,2260.0,Single family home,1946.0,Active
1930 mission st #302,San francisco,San-Francisco,Ca,94103,795000.0,0.0,0.0,2.0,1.0,811.0,Condo,1993.0,Active
601 alabama st #101,San francisco,San-Francisco,Ca,94110,352394.0,0.0,0.0,2.0,2.0,1036.0,Condo,2009.0,Active
250 king st #1116,San francisco,San-Francisco,Ca,94107,1639000.0,95.0,92.0,2.0,2.0,1415.0,Condo,2004.0,Active
2575 20th ave,San francisco,San-Francisco,Ca,94116,1450000.0,0.0,0.0,2.0,1.0,1319.0,Single family residential,1925.0,Active
718 peru ave,San francisco,San-Francisco,Ca,94112-2151,1199000.0,67.0,47.0,3.0,1.0,850.0,Single family residential,1950.0,Active
449 melrose ave,San francisco,San-Francisco,Ca,94127,1550000.0,71.0,50.0,3.0,2.0,1414.0,Single family residential,1948.0,Active
501 masonic ave,San francisco,San-Francisco,Ca,94117,2495000.0,96.0,93.0,2.0,2.0,3438.0,Multi-family (2-4 unit),1923.0,Active
135 valencia st unit a307,San francisco,San-Francisco,Ca,94103,849000.0,0.0,0.0,2.0,1.5,859.0,Condo,1997.0,Active
760 san jose ave,San francisco,San-Francisco,Ca,94110,1895000.0,0.0,0.0,4.0,2.0,2065.0,Single family residential,1900.0,Active
4024 25th st,San francisco,San-Francisco,Ca,94114,1995000.0,0.0,0.0,3.0,2.0,1720.0,Single family residential,1900.0,Active
150 page st #26,San francisco,San-Francisco,Ca,94102,539000.0,100.0,90.0,0.0,1.0,483.0,Condo,1929.0,Active
85 summit way,San francisco,San-Francisco,Ca,94132,1500000.0,0.0,0.0,3.0,2.5,2133.0,Condo,2015.0,Active
2044 kirkham st,San francisco,San-Francisco,Ca,94122,1690000.0,0.0,0.0,3.0,2.0,1892.0,Single family residential,1940.0,Active
4351 18th st,San francisco,San-Francisco,Ca,94114,1395000.0,0.0,0.0,3.0,2.5,1240.0,Condo,1904.0,Active
461 dewey blvd,San francisco,San-Francisco,Ca,94116,2488000.0,72.0,61.0,4.0,3.5,3115.0,Single family residential,1963.0,Active
2200 market st #301,San francisco,San-Francisco,Ca,94114,1449000.0,99.0,92.0,2.0,2.0,1181.0,Condo,2014.0,Active
8 landers st #404,San francisco,San-Francisco,Ca,94114,1495000.0,0.0,0.0,2.0,2.5,1270.0,Condo,2006.0,Active
315 foote ave,San francisco,San-Francisco,Ca,94112,1160000.0,81.0,49.0,3.0,1.5,1250.0,Single family residential,1940.0,Active
924 rolph st,San francisco,San-Francisco,Ca,94112,975000.0,44.0,27.0,3.0,1.0,1071.0,Single family residential,1960.0,Active
2175 bush st,San francisco,San-Francisco,Ca,94115,998000.0,99.0,88.0,2.0,2.0,910.0,Condo,1984.0,Active
93 fawn dr,Livermore,Alameda-County,Ca,94550,1249000.0,11.0,59.0,4.0,2.5,1735.0,Single family residential,2000.0,New
5025 woodminster ln #104,Oakland,Alameda-County,Ca,94602,599999.0,42.0,27.0,2.0,1.0,1071.0,Condo,1966.0,New
37490 parish cir unit 19e,Fremont,Alameda-County,Ca,94536,649000.0,0.0,0.0,2.0,2.0,942.0,Condo,1989.0,New
285 sextus rd,Oakland,Alameda-County,Ca,94603,569000.0,0.0,0.0,3.0,1.0,1339.0,Single family residential,1943.0,Coming soon
5811 wilma ct,Livermore,Alameda-County,Ca,94550,1774888.0,0.0,0.0,5.0,3.5,3433.0,Single family residential,1998.0,New
565 bellevue ave unit 908a,Oakland,Alameda-County,Ca,94610,686000.0,91.0,95.0,1.0,2.0,860.0,Condo,1969.0,New
39078 guardino dr #106,Fremont,Alameda-County,Ca,94538,498000.0,45.0,64.0,1.0,1.0,693.0,Condo,1990.0,Active
3963 altamont ave,Oakland,Alameda-County,Ca,94605,649000.0,39.0,39.0,2.0,1.5,1053.0,Single family residential,1925.0,New
3619 midvale ave,Oakland,Alameda-County,Ca,94602,899000.0,0.0,0.0,2.0,1.0,958.0,Single family residential,1921.0,New
2057 emerson st,Berkeley,Alameda-County,Ca,94703,1299000.0,0.0,0.0,4.0,2.0,2359.0,Residential income,1900.0,Active
817 henry st,Oakland,Alameda-County,Ca,94607,589000.0,0.0,0.0,1.0,1.0,740.0,Single family residential,1920.0,New
3011 risdon dr #8,Union city,Alameda-County,Ca,94587,639950.0,0.0,0.0,2.0,2.0,908.0,Condo,1987.0,New
4467 red oak cmn,Fremont,Alameda-County,Ca,94538,1650000.0,54.0,50.0,3.0,2.5,1633.0,Single family residential,1986.0,New
817 santa clara ave,Alameda,Alameda-County,Ca,94501,1495000.0,0.0,0.0,3.0,1.5,2184.0,Single family residential,1895.0,New
15087 andover st,San leandro,Alameda-County,Ca,94579,898800.0,83.0,54.0,3.0,1.0,1340.0,Single family residential,1949.0,New
1053 huntington cmn,Fremont,Alameda-County,Ca,94536,899950.0,28.0,68.0,3.0,2.5,1284.0,Condo,1988.0,New
240 scherman way,Livermore,Alameda-County,Ca,94550,1299000.0,0.0,0.0,4.0,2.0,1452.0,Single family residential,1971.0,New
1409 oxford #1,Berkeley,Alameda-County,Ca,94709,876000.0,92.0,79.0,2.0,2.0,954.0,Condo,1962.0,New
1115 72nd ave,Oakland,Alameda-County,Ca,94621,600000.0,0.0,0.0,3.0,2.0,1389.0,Single family residential,1948.0,New
23420 maud ave,Hayward,Alameda-County,Ca,94541,2350000.0,21.0,12.0,2.0,1.0,1626.0,Single family home,1890.0,Active
38345 blacow rd,Fremont,Alameda-County,Ca,94536,1350000.0,53.0,44.0,4.0,2.0,1607.0,Single family residential,1959.0,New
410 webster st #2,Oakland,Alameda-County,Ca,94607,588000.0,98.0,81.0,1.0,1.0,878.0,Condo,2018.0,New
801 franklin st #1005,Oakland,Alameda-County,Ca,94607,535000.0,0.0,0.0,2.0,1.5,1140.0,Condo,1976.0,Active
6446 hollis st #336,Emeryville,Alameda-County,Ca,94608,573200.0,0.0,0.0,2.0,2.5,1130.0,Condo,2008.0,Active
630 thomas l berkley way #801,Oakland,Alameda-County,Ca,94612,649000.0,97.0,96.0,1.0,1.0,873.0,Condo,2009.0,New
34806 starling dr #3,Union city,Alameda-County,Ca,94587,545000.0,75.0,74.0,2.0,1.0,903.0,Condo,1972.0,Active
3672 skyline dr,Hayward,Alameda-County,Ca,94542,999888.0,16.0,21.0,4.0,2.5,2067.0,Single family residential,1976.0,New
215 hunter ave,Oakland,Alameda-County,Ca,94603,539900.0,52.0,57.0,3.0,1.0,782.0,Single family residential,1943.0,Price change
647 saint francis way,Pleasanton,Alameda-County,Ca,94566,965000.0,0.0,0.0,3.0,2.5,1540.0,Townhouse,1984.0,Active
665 s elmhurst ave,Oakland,Alameda-County,Ca,94603,498000.0,67.0,60.0,2.0,1.0,945.0,Single family home,1907.0,Active
2613 central ct,Union city,Alameda-County,Ca,94587,1429999.0,47.0,60.0,4.0,2.0,1544.0,Single family home,1975.0,Active
960 folsom ave,Hayward,Alameda-County,Ca,94544,899000.0,33.0,51.0,4.0,4.0,2010.0,Single family residential,1945.0,New
